Brand,Model,Storage,category,marketplace,link,priceInitial,pricePromo,promotionType,collectionTime
Apple,iPad Pro,32GB,Tablette,Newegg,https://www.newegg.com/p/N82E16858753816,1186.7,N/A,Aucune,2025-01-31 01:06:10
Apple,iPad 10,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00F34,1832.9,N/A,Aucune,2025-01-31 01:06:10
Apple,iPad 2017,32GB,Tablette,Newegg,https://www.newegg.com/apple-gold-ipad-9-7-mpgt2ll-a/p/24W-0002-008D1,1099.8,N/A,Aucune,2025-01-31 01:06:10
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00707,1186.7,N/A,Aucune,2025-01-31 01:06:10
Apple,iPad Air 10,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-012A7,2090.0,N/A,Aucune,2025-01-31 01:06:10
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00T10,2960.0,N/A,Aucune,2025-01-31 01:06:10
Apple,iPad 10,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00G36,4209.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad 10,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00RJ8,2161.8,N/A,Aucune,2025-01-31 01:06:16
SAMSUNG,Galaxy Tab S7,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A52,5499.5,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad 7,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00XS2,1938.7,N/A,Aucune,2025-01-31 01:06:16
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AX7,7790.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00ZJ4,9890.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00V67,5160.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01381,5390.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Air 10,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01214,6270.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00ZZ7,8290.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/apple-mxew2ll-a-pro-space-gray/p/24W-0002-00UV8,5980.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad 4,16GB,Tablette,Newegg,https://www.newegg.com/apple-black-ipad-4-md510ll-a-b/p/24W-0002-002H9,590.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad 9,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00B57,1299.5,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00V66,6430.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/apple-a2228-ipad-pro-11-gray/p/24W-0002-01101,6110.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/apple-a2378-ipad-pro-12-9-gray/p/24W-0002-014B9,8970.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-a2435-ipad-pro-11-gray/p/24W-0002-012P1,7980.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/apple-mhnh3ll-a-2021-space-gray/p/24W-0002-00T12,8590.0,N/A,Aucune,2025-01-31 01:06:16
Apple,iPad Air 4th,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00SM0,5280.0,N/A,Aucune,2025-01-31 01:06:16
SAMSUNG,Galaxy Tab S8,256GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x800nzabxar-galaxy-tab-s8-dark-gray/p/N82E16834132496,11571.3,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Air 4,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00ZV3,4380.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Air 10,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01244,6370.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-a2764-ipad-pro-12-9-gray/p/24W-0002-014N5,10990.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-015E5,9210.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Pro,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00WW0,3770.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 8,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00Z58,1899.9,N/A,Aucune,2025-01-31 01:06:22
Samsung,Galaxy Tab A,8GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009Y9,850.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 4,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00B30,590.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 8,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01596,1890.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 4,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-001J9,590.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 10,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-011W0,2190.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 10th,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2757-ipad-10th-gen-silver/p/24W-0002-012F0,3990.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/apple-mhnj3ll-a-pro-silver/p/24W-0002-00RM9,7399.9,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 10,32GB,Tablette,Newegg,https://www.newegg.com/apple-ipad-10-2-7th-gen-32gb-space-gray/p/24W-0002-00WE6,1500.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 8th,32GB,Tablette,Newegg,https://www.newegg.com/apple-a2428-ipad-8th-gen-gray/p/24W-0002-013P1,1899.9,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 6,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00YD3,1630.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 8,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-011A6,1899.9,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Air 3,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00VJ2,2480.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Air 10,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01238,5999.9,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 7th,32GB,Tablette,Newegg,https://www.newegg.com/apple-a2200-ipad-7th-gen-gray/p/24W-0002-00ZS8,1699.9,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2568-ipad-mini-6-gray/p/24W-0002-010A9,4399.9,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad 10,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-011T8,2690.0,N/A,Aucune,2025-01-31 01:06:22
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00US9,2350.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 5th,32GB,Tablette,Newegg,https://www.newegg.com/apple-a1823-ipad-5th-gen-gold/p/24W-0002-00ZD3,1399.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 10,32GB,Tablette,Newegg,https://www.newegg.com/apple-mw752ll-a-7th-generation-silver/p/24W-0002-00FX5,1630.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 6th,32GB,Tablette,Newegg,https://www.newegg.com/apple-ipad-6th-generation-9-7-space-gray/p/23M-0003-014H7,1700.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 5th,32GB,Tablette,Newegg,https://www.newegg.com/p/1AY-0009-00185,1390.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00ZX1,6599.9,N/A,Aucune,2025-01-31 01:06:29
Samsung,Galaxy Tab S7,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-008H7,2960.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Mini,128GB,Tablette,Newegg,https://www.newegg.com/apple-a1550-ipad-mini-4-gray/p/24W-0002-014C6,1389.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 5th,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00R26,1190.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Air 4,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-014X5,3649.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 8th,32GB,Tablette,Newegg,https://www.newegg.com/apple-a2270-ipad-8th-gen-gray/p/24W-0002-00ZG9,1608.6,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 8th,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00F62,2500.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00Z48,1280.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-mhng3ll-a-pro-silver/p/24W-0002-00UW1,7069.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 10,128GB,Tablette,Newegg,https://www.newegg.com/p/1AY-0009-00213,1999.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Air 3,64GB,Tablette,Newegg,https://www.newegg.com/apple-a2152-ipad-air-3-gray/p/24W-0002-013G6,1850.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-a2764-ipad-pro-12-9-silver/p/24W-0002-015V6,8599.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Pro,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-009V0,4999.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Mini,16GB,Tablette,Newegg,https://www.newegg.com/apple-a1538-ipad-mini-4-gray/p/24W-0002-01094,1199.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Pro,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008W0,1790.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Mini,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008H0,1499.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00CY4,1550.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/apple-mnxp3ll-a-r-black/p/0EJ-001B-00G76,8399.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008H6,1399.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Mini,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008F4,1590.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008E3,2020.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Mini,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008G8,1650.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Air 2,32GB,Tablette,Newegg,https://www.newegg.com/apple-a1567-ipad-air-2-gold/p/24W-0002-013J0,1250.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Air 10,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01222,5090.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00FN6,5789.9,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad Mini,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-008A1,1699.9,N/A,Aucune,2025-01-31 01:06:29
Samsung,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AU7,6650.0,N/A,Aucune,2025-01-31 01:06:29
Apple,iPad 8,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00YA5,2699.9,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad 7,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00Z32,1990.0,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad Air 10,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01299,2059.9,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad 9th,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00RY9,19990.0,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad mini,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00YD6,1799.9,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad Mini,32GB,Tablette,Newegg,https://www.newegg.com/apple-a1538-ipad-mini-space-gray/p/24W-0002-00GR0,1499.9,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00U16,5699.9,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad mini,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00VT7,1799.9,N/A,Aucune,2025-01-31 01:06:35
Samsung,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-008H2,2499.9,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad 5,32GB,Tablette,Newegg,https://www.newegg.com/apple-a1822-ipad-space-gray/p/24W-0002-00Z39,1399.9,N/A,Aucune,2025-01-31 01:06:35
Samsung,Galaxy Tab A,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B56,1599.9,N/A,Aucune,2025-01-31 01:06:35
Samsung,Galaxy Tab S7,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00941,3490.0,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00CY2,1799.9,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00G61,2499.9,N/A,Aucune,2025-01-31 01:06:35
Samsung,Galaxy Tab S2,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-003A3,1049.9,N/A,Aucune,2025-01-31 01:06:35
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-00UX3,1499.9,N/A,Aucune,2025-01-31 01:06:35
Samsung,Galaxy Tab A,16GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00246,1099.9,N/A,Aucune,2025-01-31 01:06:41
Samsung,Galaxy Tab A7,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B42,1449.9,N/A,Aucune,2025-01-31 01:06:41
Samsung,Galaxy Tab S4,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00AD9,1599.9,N/A,Aucune,2025-01-31 01:06:41
Apple,iPad 9,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01016,2590.0,N/A,Aucune,2025-01-31 01:06:41
Lenovo,Tab Model,64GB,Tablette,Newegg,https://www.newegg.com/p/26J-05GT-00003,2199.9,N/A,Aucune,2025-01-31 01:06:41
Samsung,Galaxy Tab S10,512GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BV0,10659.8,N/A,Aucune,2025-01-31 01:06:41
SAMSUNG,GALAXY TAB S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM3,5087.9,N/A,Aucune,2025-01-31 01:06:41
Samsung,Galaxy Tab S10,16GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BV3,15418.7,N/A,Aucune,2025-01-31 01:06:41
Samsung,Galaxy Tab S10,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BV6,10945.2,N/A,Aucune,2025-01-31 01:06:41
Samsung,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00A54R,7391.7,N/A,Aucune,2025-01-31 01:06:41
SAMSUNG,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM8,2728.3,N/A,Aucune,2025-01-31 01:06:41
Samsung,Galaxy Tab Active5,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM4,5999.9,5609.9,6%,2025-01-31 01:06:41
SAMSUNG,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/2S7-0019-00383,2819.9,N/A,Aucune,2025-01-31 01:06:41
Lenovo,Tab Plus,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00639,6999.9,N/A,Aucune,2025-01-31 01:06:41
Lenovo,Tab M11,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00620,1699.9,N/A,Aucune,2025-01-31 01:06:41
Samsung,Galaxy Tab Active5,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BS5,5759.1,N/A,Aucune,2025-01-31 01:06:41
Samsung,Galaxy Tab S10,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BW1,9699.5,N/A,Aucune,2025-01-31 01:06:41
SAMSUNG,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009U9,4709.9,N/A,Aucune,2025-01-31 01:06:47
Lenovo,Tab M9,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005G2,2429.9,N/A,Aucune,2025-01-31 01:06:47
Lenovo,Tab M11,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-005V5,2189.9,N/A,Aucune,2025-01-31 01:06:47
Lenovo,Tab Plus,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00606,3829.9,N/A,Aucune,2025-01-31 01:06:47
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM1,6389.9,N/A,Aucune,2025-01-31 01:06:47
SAMSUNG,GALAXY TAB A9,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BM9,2737.6,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016E8,15799.5,N/A,Aucune,2025-01-31 01:06:47
SAMSUNG,Galaxy Tab A9,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BT6,3059.9,N/A,Aucune,2025-01-31 01:06:47
Samsung,Galaxy Tab S9,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BF9,4790.0,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Mini,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01980,4999.5,N/A,Aucune,2025-01-31 01:06:47
Samsung,Galaxy Tab S7,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-008K6,6849.9,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Mini,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019B5,7049.5,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Pro,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019B1,6949.5,N/A,Aucune,2025-01-31 01:06:47
Samsung,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-009S2,0.0,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Mini,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019B7,7049.5,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Mini,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019B4,7049.5,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Mini,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019B6,7049.5,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Air 11,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017C8,9699.5,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Air 11,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016D5,7549.5,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019B0,6599.5,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019A8,2562.9,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Air 11,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01872,7390.0,N/A,Aucune,2025-01-31 01:06:47
Samsung,Galaxy Tab Active2,16GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BT4,1499.9,N/A,Aucune,2025-01-31 01:06:47
APPLE,iPad mini,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018F6,3573.5,N/A,Aucune,2025-01-31 01:06:47
SAMSUNG,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR9,3519.9,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Air 11,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01873,7390.0,N/A,Aucune,2025-01-31 01:06:47
Apple,iPad Air 13,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016C4,9799.5,N/A,Aucune,2025-01-31 01:06:47
SAMSUNG,Galaxy Tab S8,128GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-x808uzaaatt-galaxy-tab-s8-5g-graphite/p/N82E16834132529,13429.9,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Air 13,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017C2,10199.5,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Air 11,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-016G9,9699.5,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017E0,2189.9,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Pro,256GB,Tablette,Newegg,https://www.newegg.com/p/1AY-0009-001H4,3301.2,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018C5,6499.9,N/A,Aucune,2025-01-31 01:06:54
SAMSUNG,Galaxy Tab S6,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR6,2819.9,N/A,Aucune,2025-01-31 01:06:54
Lenovo,Tab M10,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00504,3039.9,N/A,Aucune,2025-01-31 01:06:54
SAMSUNG,Galaxy Tab S9,256GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00B15,7219.9,N/A,Aucune,2025-01-31 01:06:54
Samsung,Galaxy Tab S2,3GB,Tablette,Newegg,https://www.newegg.com/samsung-sm-t818azkeatt-galaxy-tab-s2/p/N82E16834132152,2933.2,N/A,Aucune,2025-01-31 01:06:54
Lenovo,Tab M8,2GB,Tablette,Newegg,https://www.newegg.com/lenovo-za5c0045us-tb-8505fs-gray/p/0EJ-001J-005J1,599.9,N/A,Aucune,2025-01-31 01:06:54
SAMSUNG,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-00BR5,3569.9,N/A,Aucune,2025-01-31 01:06:54
Lenovo,Tab M10,64GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001J-00627,1199.9,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Air,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01857,949.7,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Air,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018Z5,1049.7,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Pro,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017K8,6889.9,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Pro,32GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-001B-00EW4,1798.3,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Air 13,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017D3,11599.5,N/A,Aucune,2025-01-31 01:06:54
Samsung,Galaxy Tab S6,128GB,Tablette,Newegg,https://www.newegg.com/p/0EJ-000P-007C8,4919.9,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Air 13,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017B4,11599.5,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad 6,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01962,1399.7,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Air 3,256GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017N9,2299.7,N/A,Aucune,2025-01-31 01:06:54
Apple,iPad Pro,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01942,1399.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air 13,512GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-017B5,11599.5,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01994,1049.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Pro,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01916,3749.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air 2,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-019D6,1499.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018F0,949.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 6,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018E2,1249.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 6,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018J1,1199.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air 2,64GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018F3,1499.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad 6,128GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018J8,1349.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Pro,32GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-018E6,1399.7,N/A,Aucune,2025-01-31 01:07:02
Apple,iPad Air,16GB,Tablette,Newegg,https://www.newegg.com/p/24W-0002-01853,999.7,N/A,Aucune,2025-01-31 01:07:02
